Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
12/10/2000,46.9,55.1,52.9,83.91,0,Overcast
12/11/2000,47.8,53,50.6,85.07,0.09,"Rain, Overcast"
12/12/2000,47.6,56,50.5,83.25,0.16,"Rain, Partially cloudy"
12/13/2000,47.5,57.5,51.7,87.16,0.06,"Rain, Overcast"
12/14/2000,51.6,56.4,54.3,91.18,0.21,"Rain, Overcast"
12/15/2000,51.7,58,54.5,85.65,0.02,"Rain, Partially cloudy"
12/16/2000,46.7,60.5,53.2,71.36,0,Clear
12/17/2000,43.1,61.5,52.3,64.49,0,Clear
12/18/2000,46.2,57.1,51.4,54.22,0,Clear
12/19/2000,41.6,58.8,49.5,76.43,0,Partially cloudy
12/20/2000,43.1,58.4,50.3,75.88,0,Partially cloudy
12/21/2000,40.8,56.9,50.3,83.95,0,Partially cloudy
12/22/2000,48.5,57.6,52.3,84.49,0,Partially cloudy
12/23/2000,41.6,52.9,47.6,85.14,0,Partially cloudy
12/24/2000,46.9,56.7,50.7,81.63,0,Partially cloudy
12/25/2000,41.4,57.4,49.8,62.94,0,Partially cloudy
12/26/2000,41.6,56.5,49.4,70.81,0,Partially cloudy
12/27/2000,41.9,57.2,48.3,76.88,0,Partially cloudy
12/28/2000,40,58.9,48.2,72.17,0,Clear
12/29/2000,39.9,56.9,47.6,77.74,0,Partially cloudy
12/30/2000,39.3,57.2,46.9,85.83,0,Partially cloudy
12/31/2000,42.8,54,47,88.61,0,Partially cloudy
1/1/2001,39.7,57.6,48.5,79.8,0,Partially cloudy
1/2/2001,38.1,59.3,48.6,75.6,0,Clear
1/3/2001,40.7,58.3,48.7,80.37,0,Clear
1/4/2001,40.2,57.9,49.4,79.68,0,Clear
1/5/2001,40.1,60,49.3,78.6,0,Clear
1/6/2001,38.5,56.5,47.9,80.56,0,Partially cloudy
1/7/2001,42.5,54.9,48.4,84.13,0.03,"Rain, Overcast"
1/8/2001,47.1,55.5,51.8,84.72,0.38,"Rain, Partially cloudy"
1/9/2001,43.2,51,47.9,88.16,0.03,"Rain, Partially cloudy"
1/10/2001,46.5,55.3,50.6,84.92,0.92,"Rain, Overcast"
1/11/2001,45.6,50.3,47.7,84.92,0.8,"Rain, Overcast"
1/12/2001,46.5,54.1,49.4,80.39,0.01,"Rain, Partially cloudy"
1/13/2001,46.5,53.9,50.1,77.6,0,Overcast
1/14/2001,44.1,53.1,48.8,79.75,0,Partially cloudy
1/15/2001,41.5,54.9,48.4,50.12,0,Clear
1/16/2001,41.5,52.9,47.8,42.43,0,Clear
1/17/2001,36.2,55.1,45.1,54.05,0,Clear
1/18/2001,37,52.8,45.4,79.78,0,Partially cloudy
1/19/2001,45.1,54.6,49.1,70.03,0,Partially cloudy
